Doge Agency,Doge Upload Date,Contract URL,Doge Value,Doge Desc,Valid URL,agencyID,PIID,modNumber,transactionNumber,idvAgencyID,idvPIID,idvModNumber,reasonForModification,solicitationID,tasAgencyIdentifier,tasMainAccountCode,tasSubAccountCode,signedDate,effectiveDate,awardCompletionDate,estimatedUltimateCompletionDate,solicitationDate,previousObligatedAmount,obligatedAmount,totalObligatedAmount,previousBaseAndExercisedOptionsValue,baseAndExercisedOptionsValue,totalBaseAndExercisedOptionsValue,previousUltimateContractValue,ultimateContractValue,totalUltimateContractValue,feesPaidForUseOfService,contractingOfficeAgencyID,contractingOfficeAgencyName,contractingOfficeID,contractingOfficeName,fundingRequestingAgencyID,fundingRequestingAgencyName,fundingRequestingOfficeID,fundingRequestingOfficeName,ccrException,UEINumber,vendorName,vendorDoingAsBusinessName,cageCode,vendorStreet,vendorStreet2,vendorCity,vendorState,vendorZip,vendorCountryForDisplay,vendorPhone,vendorFax,vendorCongressionalDistrict,organizationType,stateOfIncorporation,countryOfIncorporation,majorProgramCode,numberOfActions,placeStateCode,placeLocationCode,placeCountryCode,principalPlaceOfPerformanceCountyName,principalPlaceOfPerformanceName,congressionalDistrictPlaceOfPerformance,placeOfPerformanceZIPCode,placeOfPerformanceZIPCode4,productOrServiceCode,productOrServiceCodeDescription,principalNAICSCode,NAICSCodeDescription,systemEquipmentCode,systemEquipmentShortDescription,countryOfOrigin,countryOfOriginForDisplay,claimantProgramCode,claimantProgramCodeShortDescription,extentCompetedForReferencedIDV,idvTypeOfSetAside,typeOfSetAsideSource,idvNumberOfOffersReceived,numberOfOffersReceived,numberOfOffersSource,pricePreferncePercentDifference,otherStatutoryAuthority,descriptionOfContractRequirement,displayAwardType,displayPreparedDate,displayPreparedBy,displayStatus,displayLastModifiedDate,displayLastModifiedBy,displayClosedStatus,displayClosedDate,displayClosedBy,displayApprovedPlaceholder,displayApprovedDate,displayApprovedBy,,tasInitiative,foreignFunding,typeOfContractPricing,inherentlyGovernmentalFunction,multiYearContract,nationalInterest,costOrPricingData,acceptPurchaseCard,undefinitizedAction,performanceBasedServiceContract,contingencyHumanitarianPeacekeepingOperation,contractFinancing,costAccountingStandardsClause,consolidatedContract,ClingerCohenAct,laborStandards,materialsSuppliesArticlesEquipment,constructionWageRateRequirements,listOfAdditionalReportingValues,interagencyContractingAuthority,bundledContractException,placeOfManufacture,manufacturingOrganizationType,recoveredMaterialClauses,informationTechnologyCommercialItemCategory,seaTransportation,GFE_GFP,useOfEPADesignatedProducts,extentCompeted,tradeoffProcess,solicitationProcedures,typeOfSetAside,evaluatedPreference,research,statutoryExceptionToFairOpportunity,reasonNotCompeted,localAreaSetAside,fedBizOpps,A76Action,commercialItemAcquisitionProcedures,commercialItemTestProgram,contractingOfficerBusinessSizeDetermination,subcontractPlan,lastDateToOrder,baseAndAllOptionsValue,totalEstimatedOrderValue,programAcronym,websiteURL,FIPS95Codes,emailAddress,individualOrderLimit,fixedFeeValue,feeRangeLowerValue,feeRangeUpperValue,orderingProcedure,displayIDVType,typeOfIDC,multipleOrSingleAwardIDC,whoCanUse
CONSUMER FINANCIAL PROTECTION BUREAU,1/29/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0009&modNumber=P00001&idvAgencyID=&idvPIID=47QSEA21D004D&contractType=IDV,"$9,999,999","$9,999,999",True,955F,9531CB24A0009,P00001,,4732,47QSEA21D004D,PA0003,Close Out,,,,,01/27/2025,09/30/2024,,,,,$0.00,$0.00,,,,,,"$9,999,999.00",,955F,CONSUMER FINANCIAL PROTECTION BUREAU,9531CB,CONSUMER FINANCE PROTECTION BUREAU,955F,CONSUMER FINANCIAL PROTECTION BUREAU,9531CB,CONSUMER FINANCE PROTECTION BUREAU,,C2DGWDQUC8L5,NEUROLEADERSHIP INSTITUTE INC.,,67GN6,165 BROADWAY STE 2301,,NEW YORK,NY,100061428,UNITED STATES,(917) 664-7304,,NEW YORK 10,CORPORATE NOT TAX EXEMPT,NY,USA,,,,,,,,,,,U009,EDUCATION/TRAINING- GENERAL,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,,,,,,,Full and Open Competition,No set aside used.,FSS,999,3,This Action,,,OMWI Training Support - Psychological Safety - Termination,,01/23/2025 13:56:57,MICHAEL.VILLANO@CFPB.GOV,Final,01/27/2025 14:51:02,MICHAEL.VILLANO@CFPB.GOV,Yes,01/27/2025 14:51:02,MICHAEL.VILLANO@CFPB.GOV,,01/27/2025 14:51:02,MICHAEL.VILLANO@CFPB.GOV,"For Profit Organization
Foreign Owned",Select One,Not Applicable,Firm Fixed Price,Closely Associated,Select One,Select One,Select One,,No,Yes - Service where PBA is used.,Not Applicable,,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,,Foreign-Owned Business Incorporated in the U.S.,Select One,,Select One,Transaction does not use GFP,,Full and Open Competition,Lowest Price Technically Acceptable,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Fair Opportunity given,Select One,No,Select One,No,Commercial Products/Services,No,Other than Small Business,Select One,01/24/2025,$0.00,$0.00,,,,,$0.00,,,,,BPA,Select One,Single Award,Only the Agency awarding the contract may place orders.
COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY,2/11/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9511&PIID=9531BL24P0278&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,SEE FPDS,,True,9511,9531BL24P0278,P00002,0,,,,Terminate for Convenience (complete or partial),,,,,09/01/2024,09/01/2024,02/07/2025,02/07/2025,,,$0.00,"$24,250.00",,$0.00,"$24,250.00",,$0.00,"$24,250.00",$0.00,9511,THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ,9531BL,COUNCIL OF THE INSPECTORS GENERAL,9511,THE COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY ,9531BL,COUNCIL OF THE INSPECTORS GENERAL,,T8JGE1LE8933,"POLITICO, LLC",,7GC29,1000 WILSON BLVD FL 8,,ARLINGTON,VA,222093927,UNITED STATES,(571) 392-2935,,VIRGINIA 08,PARTNERSHIP,DE,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20548,0012,DD01,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)",516210,"MEDIA STREAMING DISTRIBUTION SERVICES, SOCIAL NETWORKS, AND OTHER MEDIA NETWORKS AND CONTENT PROVIDERS",,,USA,UNITED STATES,,,,,This Action,,1,This Action,,,Termination for Convenience.,Purchase Order,02/07/2025 13:18:00,CHRISTOPHER.HALSTEAD@CIGIE.GOV,Final,02/07/2025 13:18:30,CHRISTOPHER.HALSTEAD@CIGIE.GOV,No,,,,02/07/2025 13:18:30,CHRISTOPHER.HALSTEAD@CIGIE.GOV,For Profit Organization,Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Select One,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Competed under SAP,Other,Simplified Acquisition,No set aside used.,No Preference used,Select One,Select One,SAP Non-Competition (FAR 13),No,Not Applicable,Select One,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF AGRICULTURE,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319823A0004&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D00GU&contractType=IDV,"$25,000,000","$25,000,000",True,12F2,12319823A0004,P00001,,4732,47QRAA18D00GU,PA0021,Terminate for Convenience (complete or partial),,,,,01/22/2025,09/30/2023,,,,,$0.00,$0.00,,,,,,"$25,000,000.00",,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,,ZDMJM1T8SCD3,K.L. SCOTT & ASSOCIATES LLC,,7AX15,235 PEACHTREE STREET NE,SUITE 400,ATLANTA,GA,303031400,UNITED STATES,(404) 692-5552,,GEORGIA 05,CORPORATE NOT TAX EXEMPT,GA,USA,,,,,,,,,,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,,,Full and Open Competition,No set aside used.,This Action,999,3,This Action,,,"Diversity, Equity, Inclusion and Accessibility (DEIA) Assessment and Training services",,01/22/2025 11:40:01,BRANDON.LORTHRIDGE@USDA.GOV,Final,01/22/2025 11:42:07,BRANDON.LORTHRIDGE@USDA.GOV,No,,,,01/22/2025 11:42:07,BRANDON.LORTHRIDGE@USDA.GOV,"SBA Certified HUBZone Firm
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,,No,Yes - Service where PBA is used.,Not Applicable,,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,,U.S. Owned Business,Select One,,Select One,Transaction does not use GFP,,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Small Business Set Aside - Total,No Preference used,Select One,Competitive Set Aside,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,01/22/2025,$0.00,$0.00,,,,,$0.00,,,,,BPA,Select One,Single Award,Only the Agency awarding the contract may place orders.
DEPARTMENT OF AGRICULTURE,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1205&PIID=12314423C0053&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$920,259","TO SUPPORT THE IMPLEMENTATION OF USDA'S DIVERSITY, EQUITY, INCLUSION, AND ACCESSIBILITY (DEIA) PROJECT MANAGEMENT AND DATA ANALYTICS.",True,1205,12314423C0053,P00003,0,,,,Terminate for Convenience (complete or partial),,,,,01/24/2025,08/02/2023,08/01/2025,08/01/2025,07/21/2023,,$0.00,"$1,115,497.50",,$0.00,"$1,115,497.50",,$0.00,"$2,035,756.50",$0.00,1205,"USDA, DEPARTMENTAL ADMINISTRATION",123144,"USDA, OCP-POD-ACQ-MGMT-BRANCH-FTC",1201,IMMEDIATE OFFICE OF THE SECRETARY OF AGRICULTURE,121201,"USDA, OFFICE SECRETARY AGRICULTURE",,LT5RY4N4EJW3,TIMOTHY J LONDAGIN LLC,,83GD3,1706 U ST NW,APT 302,WASHINGTON,DC,200091789,UNITED STATES,(202) 207-4066,,DISTRICT OF COLUMBIA 98,PARTNERSHIP,DC,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20009,1569,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,0,,"To support the implementation of USDA's Diversity, Equity, Inclusion, and Accessibility (DEIA) Project Management and Data Analytics.",Definitive Contract,01/24/2025 14:36:10,CARLTON.BRADSHAW@USDA.GOV,Final,01/24/2025 14:39:51,CARLTON.BRADSHAW@USDA.GOV,No,,,,01/24/2025 14:39:51,CARLTON.BRADSHAW@USDA.GOV,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Available for Competition,Other,Only One Source,No set aside used.,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,No,Select One,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
DEPARTMENT OF AGRICULTURE,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319823A0003&modNumber=P00001&idvAgencyID=&idvPIID=GS00F191GA&contractType=IDV,"$25,000,000","$25,000,000",True,12F2,12319823A0003,P00001,,4732,GS00F191GA,PA0035,Terminate for Convenience (complete or partial),,,,,01/22/2025,09/30/2023,,,,,$0.00,$0.00,,,,,,"$25,000,000.00",,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,,GPVGL2T8SN53,AMA CONSULTING LLC,,6VT91,601 7TH ST STE 303,,LAUREL,MD,207074011,UNITED STATES,(240) 601-4205,(240) 337-0097,MARYLAND 04,PARTNERSHIP,MD,USA,,,,,,,,,,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,,,,,,,Full and Open Competition,No set aside used.,This Action,999,3,This Action,,,"Diversity, Equity, Inclusion and Accessibility (DEIA) Assessment and Training services",,01/22/2025 11:37:45,BRANDON.LORTHRIDGE@USDA.GOV,Final,01/22/2025 11:39:29,BRANDON.LORTHRIDGE@USDA.GOV,No,,,,01/22/2025 11:39:29,BRANDON.LORTHRIDGE@USDA.GOV,"DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,,No,Yes - Service where PBA is used.,Not Applicable,,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,,U.S. Owned Business,Select One,,Select One,Transaction does not use GFP,,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Small Business Set Aside - Total,No Preference used,Select One,Competitive Set Aside,Select One,No,Not Applicable,No,Commercial Products/Services,No,Small Business,Select One,01/22/2025,$0.00,$0.00,,,,,$0.00,,,,,BPA,Select One,Multiple Award,Only the Agency awarding the contract may place orders.
DEPARTMENT OF AGRICULTURE,1/22/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319823A0005&modNumber=P00001&idvAgencyID=&idvPIID=GS00F404GA&contractType=IDV,"$25,000,000","$25,000,000",True,12F2,12319823A0005,P00001,,4732,GS00F404GA,PA0011,Terminate for Convenience (complete or partial),,,,,01/22/2025,09/30/2023,,,,,$0.00,$0.00,,,,,,"$25,000,000.00",,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,,LMJJFDN4WC91,"IVY PLANNING GROUP, LLC",,3B3E5,6701 DEMOCRACY BLVD,STE 300,BETHESDA,MD,208177500,UNITED STATES,(301) 963-1669,(866) 433-0445,MARYLAND 08,PARTNERSHIP,MD,USA,,,,,,,,,,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,,,Full and Open Competition,No set aside used.,FSS,999,3,This Action,,,"Diversity, Equity, Inclusion and Accessibility (DEIA) Assessment and Training services",,01/22/2025 11:41:40,BRANDON.LORTHRIDGE@USDA.GOV,Final,01/22/2025 11:42:47,BRANDON.LORTHRIDGE@USDA.GOV,No,,,,01/22/2025 11:42:47,BRANDON.LORTHRIDGE@USDA.GOV,DoT Certified Disadvantaged Business Enterprise,Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,,No,Yes - Service where PBA is used.,Not Applicable,,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,,U.S. Owned Business,Select One,,Select One,Transaction does not use GFP,,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Fair Opportunity given,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,01/22/2025,$0.00,$0.00,,,,,$0.00,,,,,BPA,Select One,Single Award,Only the Agency awarding the contract may place orders.
DEPARTMENT OF AGRICULTURE,1/28/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319823F0065&modNumber=P00002&idvAgencyID=&idvPIID=12319823A0004&contractType=AWARD,"$121,771","SNAP DIVERSITY, EQUITY, INCLUSION AND ACCESSIBILITY (DEIA) ASSESSMENT AND TRAINING",True,12F2,12319823F0065,P00002,0,12F2,12319823A0004,P00001,Terminate for Convenience (complete or partial),,,,,01/22/2025,09/30/2023,03/29/2025,03/29/2025,07/28/2023,,$0.00,"$293,121.87",,$0.00,"$293,121.87",,$0.00,"$414,892.63",$0.00,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,,ZDMJM1T8SCD3,K.L. SCOTT & ASSOCIATES LLC,,7AX15,235 PEACHTREE STREET NE,SUITE 400,ATLANTA,GA,303031400,UNITED STATES,(404) 692-5552,,GEORGIA 05,CORPORATE NOT TAX EXEMPT,GA,USA,,1,GA,,USA,FULTON,ATLANTA,GEORGIA 05,30303,1400,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,Small Business Set Aside - Total,BPA,3,,BPA,,,"Diversity, Equity, Inclusion, and Accessibility Training.  Exercise Optional Task 1.7. - The purpose of this modification is to terminate the BPA Call Order in its entirety for the
Government's Convenience effective January 22, 2025.",BPA Call,01/22/2025 11:45:19,BRANDON.LORTHRIDGE@USDA.GOV,Final,01/22/2025 11:46:39,BRANDON.LORTHRIDGE@USDA.GOV,No,,,,01/22/2025 11:46:39,BRANDON.LORTHRIDGE@USDA.GOV,"SBA Certified HUBZone Firm
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Competitive Set Aside,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,,,,,,,,,,,,,,,,
DEPARTMENT OF AGRICULTURE,1/30/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318723A0005&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA22D00EA&contractType=IDV,"$7,500,000","$7,500,000",True,12C2,12318723A0005,P00002,,4732,47QRAA22D00EA,0,Terminate for Convenience (complete or partial),12318723Q0427,,,,01/29/2025,08/25/2023,,,,,$0.00,$0.00,,,,,,"$7,500,000.00",,12C2,FOREST SERVICE,123187,USDA FOREST SERVICE,12C2,FOREST SERVICE,123187,USDA FOREST SERVICE,,W3ZMR6GUM5W9,"HISPANIC COMMUNICATIONS NETWORK, LLC",,3TUX0,529 14TH ST NW STE 827,,WASHINGTON,DC,200451811,UNITED STATES,(240) 688-9159,,DISTRICT OF COLUMBIA 98,CORPORATE NOT TAX EXEMPT,DE,USA,,,,,,,,,,,R499,SUPPORT- PROFESSIONAL: OTHER,541613,MARKETING CONSULTING SERVICES,,,,,,,Full and Open Competition,No set aside used.,This Action,999,2,This Action,,,Office of Communication Parent BPA for Communities of Color Communications & Marketing Support - Executing a unilateral agreement to Termination for Convenience of the Government (Firm-fixed-price) effective 01/29/2025,,01/29/2025 14:03:05,GRACE.WALTON@USDA.GOV,Final,01/29/2025 16:32:25,GRACE.WALTON@USDA.GOV,Yes,01/30/2025 08:31:24,GRACE.WALTON@USDA.GOV,,01/29/2025 16:32:25,GRACE.WALTON@USDA.GOV,"For Profit Organization
Limited Liability Corporation",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,,No,No - Service where PBA is not used.,Not Applicable,,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,,U.S. Owned Business,Select One,,Select One,Transaction does not use GFP,,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Small Business Set Aside - Total,No Preference used,Select One,Competitive Set Aside,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,01/29/2025,$0.00,$0.00,,,,,"$1,000,000.00",,,,Only warranted USDA Forest Service Contracting Officers may be able to make orders from this blank purchase agreement.,BPA,Select One,Single Award,Only the Agency awarding the contract may place orders.
DEPARTMENT OF AGRICULTURE,1/30/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12F2&PIID=12319823A0007&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA21D005Z&contractType=IDV,"$25,000,000","$25,000,000",True,12F2,12319823A0007,P00001,,4732,47QRAA21D005Z,PA0009,Terminate for Convenience (complete or partial),,,,,01/22/2025,09/30/2023,,,,,$0.00,$0.00,,,,,,"$25,000,000.00",,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,12F2,FOOD AND NUTRITION SERVICE,123198,USDA FNS,,LT5RY4N4EJW3,"TIMOTHY J. LONDAGIN, LLC",,83GD3,1706 U ST NW,APT 302,WASHINGTON,DC,200091789,UNITED STATES,(202) 207-4066,,DISTRICT OF COLUMBIA 98,PARTNERSHIP,DC,USA,,,,,,,,,,,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,,,Full and Open Competition,No set aside used.,FSS,999,4,This Action,,,"Diversity, Equity, Inclusion and Accessibility (DEIA) Assessment and Training services",,01/22/2025 11:43:14,BRANDON.LORTHRIDGE@USDA.GOV,Final,01/22/2025 11:46:45,BRANDON.LORTHRIDGE@USDA.GOV,No,,,,01/22/2025 11:46:45,BRANDON.LORTHRIDGE@USDA.GOV,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,,No,Yes - Service where PBA is used.,Not Applicable,,Not Applicable exempt from CAS,Not Consolidated,Yes,Yes,Not Applicable,Not Applicable,Employment Eligibility Verification (52.222-54),Not Applicable,Not Bundled,,U.S. Owned Business,Select One,,Select One,Transaction does not use GFP,,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Fair Opportunity given,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,01/22/2025,$0.00,$0.00,,,,,$0.00,,,,,BPA,Select One,Single Award,Only the Agency awarding the contract may place orders.
DEPARTMENT OF AGRICULTURE,1/31/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=12C2&PIID=12318724F0032&modNumber=P00002&idvAgencyID=&idvPIID=12318720A0001&contractType=AWARD,$0,IP VALUES AND DEIAR COURSE DELIVERY SERVICES FOR FOREST SERVICE IP,True,12C2,12318724F0032,P00002,0,12C2,12318720A0001,P00009,Terminate for Convenience (complete or partial),,,,,01/30/2025,12/01/2023,01/29/2025,07/31/2025,,,$0.00,"$293,632.14",,$0.00,"$293,632.14",,$0.00,"$293,632.14",$0.00,12C2,FOREST SERVICE,123187,USDA FOREST SERVICE,12C2,FOREST SERVICE,1233TF,USDA FOREST SERVICE,,C9EYZJCTEYQ6,TRAINING RESOURCES GROUP INC,,68916,4301 WILSON BLVD STE 400,,ARLINGTON,VA,222031867,UNITED STATES,(703) 875-8909,(703) 875-9409,VIRGINIA 08,CORPORATE NOT TAX EXEMPT,VA,USA,"INTERNATIONAL ORGANIZATIONAL DEVELOPMENT, FACILITATION AND TRAINING",1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20090,8521,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,BPA,6,,BPA,,,"IP Values and DEIAR Course Delivery

Services for Forest Service IP",BPA Call,01/30/2025 11:21:54,MINAACARTER@FS.FED.US,Final,01/30/2025 12:21:30,SRICKS@FS.FED.US,No,,,,01/30/2025 12:21:30,SRICKS@FS.FED.US,For Profit Organization,Select One,Not Applicable,Firm Fixed Price,Other Functions,Select One,Select One,Select One,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,Yes,Yes,Not Applicable,Not Applicable,Service Contract Inventory (FAR 4.17),Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Select One,Subject to Multiple Award Fair Opportunity,Select One,No Preference used,Select One,Fair Opportunity given,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,,,,,,,,,,,,,,,,
